        13.0, 2240000000,         0.0,        0.0
        35.9, 1016241856.0, 859969344.0, 767811072.0
        44.5, 856171776.0, 701949376.0, 530498112.0
        55.2, 762395136.0, 590580032.0, 422609920.0
        68.5, 679511360.0, 526747136.0, 347954368.0
        85.0, 537130048.0, 423870240.0, 260736560.0
       105.5, 426307200.0, 333549376.0, 188618592.0
       130.9, 323929376.0, 273557376.0, 139145536.0
       162.5, 248522672.0, 219309360.0, 100107520.0
       201.6, 194651392.0, 177514096.0,  72972712.0
       250.2, 147369744.0, 143336608.0,  51195980.0
       310.5, 112365624.0, 117458600.0,  38048556.0
       385.3,  82581560.0,  93611832.0,  26933074.0
       478.1,  60399104.0,  74736416.0,  20890856.0
       593.3,  46067716.0,  58680448.0,  16288204.0
       736.3,  40756768.0,  47489356.0,  13629066.0
       913.7,  32306016.0,  41497688.0,  11497549.0
      1133.8,  24258264.0,  33777948.0,   8727544.0
      1407.0,  18703240.0,  23519876.0,   5838806.0
      1746.0,  14535469.0,  15645585.0,   4414211.5
      2166.7,   8540769.0,  10552365.0,   3147811.3
      2688.7,   5218292.5,   6326906.5,   1825576.1
      3336.6,   3743348.5,   4193399.0,   1308357.4
      4140.5,   2805427.5,   3140944.8,   1067195.1
      5138.1,   2080862.8,   2390011.0,    787539.8
      6376.0,   1641332.5,   1852246.3,    581608.0
      7912.2,   1236268.8,   1373031.6,    444167.6
      9818.6,    966624.3,   1104643.4,    370567.1
     12184.3,    728217.3,    837215.1,    283425.3
     15119.9,    513567.3,    633819.9,    171136.2
     18762.9,    390968.6,    460463.9,    165773.8
     23283.6,    295124.9,    402465.0,    123634.4
     28893.5,    191155.5,    283768.7,     78945.7
