14.8,0.0371
16,0.507
18,1.03
20,1.37
25,1.84
30,2.06
35,2.19
40,2.37
45,2.58
50,2.72
60,2.89
70,2.97
80,2.98
90,2.95
100,2.9
125,2.69
150,2.47
175,2.27
200,2.1
225,1.95
250,1.83
275,1.72
300,1.63
400,1.33
500,1.12
600,0.947
800,0.845
1000,0.727
1500,0.521
2000,0.434
3000,0.309
4000,0.242
5000,0.205
6000,0.17167
7000,0.13834
8000,0.10501
9000,0.07168
10000,0.03835
