,ATM,ALT,OI1356,OI1304
364,2.74,318000000.0,2.5607081740228616e-07,1.2034126787444962e-07
365,2.74,320000000.0,2.611192095189159e-07,1.2273666867629788e-07
366,2.74,322000000.0,2.611721830549053e-07,1.2321718742900255e-07
367,2.74,324000000.0,2.599127337025429e-07,1.2264236316617353e-07
368,2.74,326000000.0,2.876029616090908e-07,1.351283240307966e-07
369,2.74,328000000.0,2.8508406290436837e-07,1.3397867550513977e-07
370,2.74,330000000.0,2.787620951591088e-07,1.3088031210640614e-07
371,2.74,332000000.0,2.8131984112354906e-07,1.3238234105070931e-07
372,2.74,334000000.0,3.443523454155828e-07,1.6166814211178945e-07
373,2.74,336000000.0,3.9353443840074194e-07,1.8466291086528667e-07
374,2.74,338000000.0,4.1872342544790395e-07,1.961593961218245e-07
375,2.74,340000000.0,4.1243677339330477e-07,1.933813785582277e-07
376,2.74,342000000.0,6.366187581130598e-07,2.957000973414204e-07
377,2.74,344000000.0,3.612796433395845e-07,1.7417028714017698e-07
378,2.74,346000000.0,3.8492312394003715e-07,1.8249714686927825e-07
379,2.74,348000000.0,3.542005071865709e-07,1.6420370903611127e-07
380,2.74,350000000.0,3.1903622188201496e-07,1.4901841184874488e-07
381,2.74,352000000.0,7.520682726547093e-08,3.7732434565451405e-08
382,2.74,354000000.0,6.446972364883156e-08,3.255811707979911e-08
383,2.74,356000000.0,6.635889767736755e-08,3.342035347403888e-08
384,2.74,358000000.0,8.79454978030076e-08,4.261858724911739e-08
385,2.74,360000000.0,8.832757049159287e-08,4.282947602818119e-08
386,2.74,362000000.0,9.689959553957215e-08,4.6808757099133604e-08
387,2.74,364000000.0,9.682485835579195e-08,4.7215776133798415e-08
388,2.74,366000000.0,9.707674822626231e-08,4.733074098636318e-08
389,2.74,368000000.0,9.745436195548107e-08,4.858613701201395e-08
390,2.74,370000000.0,1.0551483781057135e-07,5.226501229410527e-08
391,2.74,372000000.0,1.0570126157290193e-07,5.0701185146512686e-08
392,2.74,374000000.0,1.0607909637860811e-07,5.0873632425360145e-08
393,2.74,376000000.0,1.3756533018755843e-07,6.524423899603126e-08
394,2.74,378000000.0,1.4512202630170595e-07,6.869318457299204e-08
395,2.74,380000000.0,1.4512202630170475e-07,6.869318457299148e-08
396,2.74,382000000.0,1.4638112249715544e-07,6.926480537746659e-08
397,2.74,384000000.0,1.4638112249715467e-07,6.92648053774662e-08
398,2.74,386000000.0,1.4767306228491858e-07,7.013434780861816e-08
399,2.74,388000000.0,1.4641008136349384e-07,6.952748896227728e-08
400,2.74,390000000.0,1.4766140810699938e-07,7.002863368302234e-08
401,2.74,392000000.0,1.4763704028044358e-07,6.980759505677785e-08
402,2.74,394000000.0,1.4889648963280043e-07,7.038241931960413e-08
403,2.74,396000000.0,1.5015841108350376e-07,7.09796677908901e-08
404,2.74,398000000.0,1.5141786043586056e-07,7.155449205371635e-08
405,2.74,400000000.0,1.5269072975066704e-07,7.225104773389399e-08
406,2.74,402000000.0,1.538943803117818e-07,7.231972557720464e-08
407,2.74,404000000.0,1.564093942905237e-07,7.343413606099251e-08
408,2.74,406000000.0,1.576653120738141e-07,7.39769257403049e-08
409,2.74,408000000.0,1.6018421077852918e-07,7.512657426595813e-08
410,5.49,25900.0,55.36802126595621,26.161860309764428
411,5.49,1800000.0,20.835818870417185,10.090733675033787
412,5.49,4100000.0,8.47155925370057,4.237654988936733
413,5.49,6020000.0,4.143315578665637,2.149640635683761
414,5.49,8120000.0,1.9829501353136894,1.074491349647905
415,5.49,10100000.0,1.0076064547247676,0.5748788173809353
416,5.49,12100000.0,0.509222609158217,0.31485951355975783
417,5.49,14000000.0,0.2666653063338813,0.17981593631888407
418,5.49,15900000.0,0.1455080210757579,0.10687344660089278
419,5.49,17900000.0,0.07634211618070957,0.06207159857490336
420,5.49,20200000.0,0.034931127322544844,0.029906926643089898
421,5.49,22100000.0,0.020469509959665004,0.022637211185227928
422,5.49,24100000.0,0.010673606028610996,0.011169039702062865
423,5.49,26100000.0,0.006080396943254203,0.00776447890324136
