        13.0, 3300000000.0,        0.0,         0.0
        35.9, 1032495552.0, 980412992.0,1054937152.0
        44.5, 849828288.0, 824744256.0, 868142848.0
        55.2, 627327872.0, 570366976.0, 502028192.0
        68.5, 554004928.0, 540271616.0, 491883840.0
        85.0, 428297056.0, 435214848.0, 420444160.0
       105.5, 355810112.0, 343229152.0, 305780448.0
       130.9, 276050368.0, 275283968.0, 239827856.0
       162.5, 215292384.0, 219430080.0, 183944864.0
       201.6, 164839792.0, 172239232.0, 144833296.0
       250.2, 125987616.0, 133322896.0, 114891696.0
       310.5,  99613792.0, 102661768.0,  91700760.0
       385.3,  75871888.0,  80682856.0,  69118576.0
       478.1,  56803184.0,  63131236.0,  53092848.0
       593.3,  41561776.0,  48922004.0,  39302396.0
       736.3,  29738096.0,  37900916.0,  28974518.0
       913.7,  24747110.0,  28304772.0,  23637948.0
      1133.8,  23246160.0,  22981966.0,  21381792.0
      1407.0,  16659671.0,  15782376.0,  14176545.0
      1746.0,  12033112.0,  12278754.0,  12059910.0
      2166.7,   8606944.0,   9555570.0,   9020676.0
      2688.7,   4540607.0,   6485371.5,   4932547.0
      3336.6,   2959207.8,   4028917.5,   3074955.8
      4140.5,   2061345.3,   2790040.8,   2280926.0
      5138.1,   1532018.9,   1898102.9,   1529838.8
      6376.0,   1118218.5,   1433913.9,   1154918.4
      7912.2,    884993.5,   1053422.4,    902529.8
      9818.6,    581890.6,    744222.7,    616876.1
     12184.3,    438343.1,    544505.1,    430274.2
     15119.9,    266802.7,    372673.4,    389786.8
     18762.9,    265451.1,    318374.6,    250863.1
     23283.6,    188709.3,    216397.7,    125194.2
     28893.5,    152711.9,    196063.8,    151163.3
