14.8,0.001
16,1.68
18,2.73
20,3.37
25,4.11
30,4.18
35,4.32
40,4.72
45,5.24
50,5.74
60,6.45
70,6.74
80,6.76
90,6.65
100,6.4
125,5.98
150,5.52
175,5.13
200,4.79
225,4.49
250,4.23
275,4
300,3.79
400,3.13
500,2.62
600,2.21
800,1.39
1000,1.288
1500,0.993
2000,0.787
3000,0.613
4000,0.488
5000,0.421
6000,0.371
7000,0.321
8000,0.271
9000,0.221
10000,0.171
