        13.0, 2240000000.0,        0.0,     0.0
        35.9, 847543680.0, 764080896.0, 748075264.0
        44.5, 692569792.0, 636644480.0, 492231264.0
        55.2, 633341888.0, 550306112.0, 425989376.0
        68.5, 559826560.0, 490537728.0, 338645536.0
        85.0, 482279232.0, 397863584.0, 262854304.0
       105.5, 394644064.0, 324538912.0, 197810288.0
       130.9, 322602112.0, 263682832.0, 154401008.0
       162.5, 265482944.0, 221120608.0, 119316064.0
       201.6, 212767552.0, 179560768.0,  90877264.0
       250.2, 167077776.0, 146358848.0,  70949448.0
       310.5, 136815392.0, 119461032.0,  54511144.0
       385.3, 107381424.0,  96082576.0,  41231168.0
       478.1,  82762176.0,  77613328.0,  34024000.0
       593.3,  65495532.0,  62428588.0,  25561822.0
       736.3,  50540540.0,  50755264.0,  20687986.0
       913.7,  37823704.0,  41464660.0,  15338922.0
      1133.8,  31708296.0,  32681346.0,  12310175.0
      1407.0,  25482814.0,  25842126.0,   9782544.0
      1746.0,  15485153.0,  18411602.0,   6339744.5
      2166.7,   9661361.0,  10894177.0,   3794370.0
      2688.7,   6701921.5,   7023942.0,   2663527.3
      3336.6,   4945348.5,   5189299.5,   2088537.3
      4140.5,   3660801.5,   3849441.0,   1637831.5
      5138.1,   2907743.3,   3052777.3,   1237164.6
      6376.0,   2218664.8,   2377941.8,    988074.6
      7912.2,   1729508.0,   1896872.3,    796551.2
      9818.6,   1318664.9,   1487401.1,    612508.5
     12184.3,   1050181.4,   1156908.5,    461980.8
     15119.9,    787093.9,    907188.1,    363335.0
     18762.9,    603056.8,    711004.7,    279260.7
     23283.6,    434974.6,    541240.8,    197381.2
     28893.5,    307177.2,    415638.8,    166296.1
