16,0.03296
17.5,0.05768
20,0.09064
22.5,0.13184
25,0.1648
27.5,0.22248
30,0.28016
32.5,0.3502
35,0.41612
37.5,0.48616
40,0.56032
42.5,0.62624
45,0.69628
47.5,0.7622
50,0.824
52.5,0.88168
55,0.93524
57.5,0.98468
60,1.03
62.5,1.07532
65,1.10828
67.5,1.14536
70,1.1742
72.5,1.19892
75,1.21952
100,1.2978
150,1.14124
200,0.95172
250,0.79928
300,0.68392
350,0.5974
400,0.52736
450,0.4738
500,0.42848
550,0.38728
600,0.35432
800,0.2906589
