        13.0, 3010000000.0,         0.0,         0.0
        35.9, 1131166592.0,1064095232.0, 998016384.0
        44.5, 909675584.0, 889891456.0, 759032384.0
        55.2, 705742080.0, 613890304.0, 429463904.0
        68.5, 594554624.0, 534262144.0, 387322048.0
        85.0, 455125216.0, 437953664.0, 322665504.0
       105.5, 362724128.0, 352707168.0, 228043760.0
       130.9, 272063392.0, 274939808.0, 163402672.0
       162.5, 209898624.0, 229046544.0, 124149024.0
       201.6, 155495168.0, 180281168.0,  90692160.0
       250.2, 116404824.0, 140628304.0,  66060276.0
       310.5,  87731816.0, 109803272.0,  50162276.0
       385.3,  63517784.0,  84751104.0,  36690132.0
       478.1,  46118848.0,  65719948.0,  28381906.0
       593.3,  30125408.0,  49742756.0,  20042088.0
       736.3,  23189674.0,  33820376.0,  14013572.0
       913.7,  23631330.0,  25285808.0,  12428151.0
      1133.8,  23052068.0,  24118180.0,  12423500.0
      1407.0,  15443600.0,  19142296.0,   8446618.0
      1746.0,  10804898.0,  14646073.0,   6335148.0
      2166.7,   6585447.0,   9493821.0,   4227366.5
      2688.7,   3872892.3,   5386546.0,   2302891.8
      3336.6,   2619070.5,   3265496.8,   1594337.1
      4140.5,   1869007.3,   2293317.0,   1137064.9
      5138.1,   1397807.1,   1594334.1,    752259.1
      6376.0,   1001461.4,   1205181.9,    606518.0
      7912.2,    725464.5,    875511.4,    383024.1
      9818.6,    511026.3,    647180.6,    294144.3
     12184.3,    337391.6,    432843.9,    175799.7
     15119.9,    220673.2,    318782.4,    189581.9
     18762.9,    124314.1,    236746.4,    143022.3
     23283.6,    100585.2,    167757.5,     87701.2
     28893.5,     80840.9,    144851.2,     58821.5
