,UTC,ALT,H2P,H3P,O2P,E
634,165500,382.0,0.0,0.0,34.637256791088376,65.31252666393665
635,165500,399.0,0.0,0.0,39.835256268798204,57.84432087483846
636,165500,417.0,0.0,0.0,36.26272847078576,50.86544691024587
637,165500,439.0,0.0,0.0,21.675994629134223,43.46869367080187
638,165500,462.0,0.0,0.0,11.810042810156373,36.883167401240016
639,165500,481.0,0.0,0.0,8.262024196158748,32.2024003005621
640,165500,501.0,0.0,0.0,6.854551357764093,27.915549139465877
641,165500,522.0,0.0,0.0,5.4332941374078745,24.02713581062394
642,165500,540.0,0.0,0.0,5.0616256388912735,21.12827988118328
643,165500,562.0,0.4538580810543302,0.0008794979679931623,5.061001526540523,18.05584697931995
644,165500,581.0,0.8076468710497835,0.01992662573874291,5.06054293480184,15.764416484854486
645,165500,601.0,1.1459010432075616,0.05387901583745706,5.060309111996394,13.665824253177803
646,165500,621.0,1.4543860407421167,0.09968364752848323,5.059959292888728,11.846601026949864
647,165500,640.0,1.7184066597355643,0.15159242111896315,5.059639130484566,10.343173196618249
648,165500,661.0,1.9957952676679234,0.21803580812609888,5.059390989185366,10.0
649,165500,682.0,2.25052926098589,0.2916387402090591,5.0591157778290405,10.0
650,165500,701.0,2.4639853927882447,0.3635449504812877,5.058842602821303,10.0
651,165500,721.0,2.6728301462179886,0.44317202109964016,5.058544271785888,10.0
652,165500,742.0,2.8754447047769376,0.5300499474843072,5.058244231082802,10.0
653,165500,762.0,3.0550477262686115,0.6153354422152452,5.057901698986468,10.0
654,165500,779.0,3.1985290637467494,0.689592244844055,5.057546465069779,10.0
655,165500,799.0,3.3567120983816685,0.777865530798836,5.057156795246513,10.0
656,165500,822.0,3.525646255841165,0.8800113246075029,5.057281631952981,10.0
657,165500,841.0,3.656058317746277,0.9649757460662384,5.056973333272625,10.0
658,165500,860.0,3.7784748410022813,1.0497951669706167,5.056638031031833,10.0
659,165500,882.0,3.911128383294041,1.1473094643579953,5.056494844572548,10.0
660,165500,902.0,4.0235141395651794,1.2351913765067586,5.056173513686562,10.0
661,165500,922.0,4.129887811783864,1.3221176792264395,5.055911959641313,10.0
662,165500,942.0,4.23022593951125,1.408206512977057,5.055683736770775,10.0
663,165500,962.0,4.324531634844494,1.4931169078577287,5.055342730535065,10.0
664,165500,983.0,4.417663164413927,1.5806913069746604,5.05513509702804,10.0
665,165500,1000.0,4.489542631073621,1.6505354369273781,5.055055439765928,10.0
666,165500,1020.0,4.569880443905104,1.7314079662960213,5.0550496820144675,10.0
667,165500,1040.0,4.6463116148230235,1.8110088575846641,5.054983209223044,10.0
668,165500,1060.0,4.718613523044961,1.8892101991926171,5.054921071032282,10.0
669,165500,1080.0,4.787391339706646,1.9658926780837052,5.054863517785985,10.0
670,165500,1100.0,4.852704526051062,2.0410598714587107,5.054787517407266,10.0
671,165500,1120.0,4.914708966654771,2.114615323330195,5.055248460059117,10.0
672,165500,1140.0,4.9732537235775895,2.186358447166291,5.055824300242837,10.0
673,165500,1160.0,5.028593499769371,2.2560907546220346,5.058574499150601,10.0
674,165500,1180.0,5.080863735463951,2.3237321776618756,5.061524864131244,10.0
675,165500,1200.0,5.1301924289074,2.3892123682337068,5.068058852609654,10.0
676,165500,1220.0,5.17757196053576,2.4528385554823298,5.069093710096,10.0
677,165500,1240.0,5.222471618683501,2.5147918677609002,5.070098877366748,10.0
