        13.0, 2500000000.0,         0.0,        0.0
        35.9, 1198338176.0,1036615296.0, 915757248.0
        44.5, 1021505280.0, 857172480.0, 669601920.0
        55.2, 785631616.0, 613404032.0, 398195616.0
        68.5, 667891456.0, 551328256.0, 355658368.0
        85.0, 530219488.0, 441862400.0, 279845728.0
       105.5, 401816128.0, 356503904.0, 199803408.0
       130.9, 302178880.0, 278325088.0, 141830944.0
       162.5, 229379088.0, 224242624.0, 100056000.0
       201.6, 174569744.0, 179560544.0,  72999816.0
       250.2, 130923936.0, 141903760.0,  51718468.0
       310.5,  98144656.0, 111620344.0,  37866720.0
       385.3,  71173496.0,  88030208.0,  28654146.0
       478.1,  51195488.0,  68292816.0,  20464504.0
       593.3,  33625648.0,  49882364.0,  14717111.0
       736.3,  29429514.0,  34712808.0,  11748580.0
       913.7,  29498144.0,  31357806.0,  10423025.0
      1133.8,  21951952.0,  30189052.0,   8966163.0
      1407.0,  14729489.0,  19385180.0,   5557709.0
      1746.0,  11633870.0,  13127430.0,   4353073.0
      2166.7,   7213909.0,   9613148.0,   3037889.8
      2688.7,   4152552.8,   5549008.5,   1801843.0
      3336.6,   2986417.0,   3510789.3,   1189918.6
      4140.5,   2224051.5,   2535602.0,    983771.1
      5138.1,   1625258.1,   1810951.0,    644616.1
      6376.0,   1197219.1,   1374849.6,    546846.1
      7912.2,    901816.5,   1098718.6,    431115.2
      9818.6,    670588.2,    767303.3,    268140.1
     12184.3,    484109.4,    549018.4,    199767.3
     15119.9,    297653.4,    416529.7,    158744.1
     18762.9,    197197.6,    317004.4,    106500.0
     23283.6,    159103.1,    240602.6,     68429.9
     28893.5,     71489.2,    194158.5,     73389.4
